maturation_qtr,margin_slope,capex_per_store,new_store_density,reached_breakeven,quarters_to_breakeven,aggressive_quarters_to_breakeven,final_margin
3.2169922223392446,9.461474396022692e-05,1.1226121375994427,398.51463043611363,1,3.25,99.0,0.037415883404266104
2.3839251342686163,0.00013144227646995756,1.5024886628821525,343.20708317966375,1,1.75,4.75,0.05
1.5288474259172087,3.0380981169940783e-05,0.7058931459555517,389.8221845364749,1,7.0,99.0,0.004809902391403914
3.1729389843350484,3.809755631896514e-05,1.2806854820610258,457.37133431067207,1,10.75,99.0,0.0013972043633333625
2.2851002423568443,8.744046020661957e-05,0.7956954167452893,496.1663866654073,1,2.5,4.75,0.04424011293521103
2.1370728539347708,6.35599194546899e-05,0.7878837126700279,368.9272944812947,1,3.5,99.0,0.027274742191135837
2.450745365316565,7.492130946382655e-05,1.3045425498685725,463.3289960525111,1,3.25,99.0,0.032600177417910534
1.4939322334212737,6.825470780737832e-05,1.0646039372862606,484.7060427335688,1,2.25,3.5,0.03783535815888536
3.3066219851934284,4.3507396145150065e-05,1.5715964553776507,358.3159462343293,1,9.25,99.0,0.003328003892039782
1.796031497573749,7.001742284817218e-05,2.165184380277103,420.90654833979943,1,2.75,9.75,0.03593693644477172
1.5910184540288328,0.00012605750199182157,0.7312955431430477,399.32653425897735,1,1.25,1.75,0.05
3.6103685496144924,4.1128043912840856e-05,1.447886072302608,457.5424479131431,1,11.0,99.0,0.0011024398969489944
3.996002570316258,0.00011912215616369962,1.3788071902229013,333.377121187062,1,3.25,99.0,0.042927210902914306
3.7126135526980684,0.00012759283090846675,1.4838234814755504,335.16534673837816,1,2.75,99.0,0.05
3.5661816892759584,5.080853426403767e-05,1.4566680097639217,331.14337814770283,1,8.0,99.0,0.005828392376967032
2.988818145429674,9.463382182427808e-05,2.1780649426473007,385.9715979680804,1,3.25,99.0,0.0397406329421838
1.7360530032716657,0.00012081824086244382,2.2250533091983336,364.5585269063114,1,1.5,2.75,0.05
2.4795120806010726,3.5029318170660547e-05,1.5542765083196302,406.605442002871,1,9.5,99.0,0.002616070921663563
2.684764534570012,0.00010322957379895797,1.9351042133489422,408.71999851841906,1,2.5,99.0,0.049979616214371955
